n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
164	587.1306	140.4024	324.9492	1378.2	381.2689	407.3917	435.5135	473.0497	501.2425	533.97	562.2633	595.0513	638.7292	685.5655	762.7667	842.7532	899.6133
165	592.7707	149.2418	323.8966	1525.119	391.4167	414.4285	436.731	472.6182	499.824	529.8254	565.1195	598.9992	633.888	691.1324	782.9432	862.4512	933.5261
166	585.8585	136.0354	348.5986	1201.339	387.5035	412.0485	437.8972	471.3682	503.8105	530.5799	558.3323	589.939	627.9705	686.7161	771.4337	856.2657	902.4616
167	589.0204	141.2474	326.3449	1722.032	385.9508	410.0085	436.1147	478.9676	505.8893	532.6641	563.2158	599.7099	636.1635	690.4093	766.6166	849.3704	890.6436
168	589.2975	136.0965	361.8826	1243.916	406.3988	423.3486	445.7611	479.5675	507.6751	532.3016	559.8777	590.5929	625.4071	680.4065	772.9638	871.8457	920.5602
169	597.1752	138.7377	331.9759	1247.005	391.8699	418.0012	444.2274	482.4811	512.7202	543.9825	573.4963	605.4858	641.432	702.6628	782.8378	851.0347	892.3867
170	607.9117	146.8435	330.3211	1387.836	401.9005	430.8561	458.4005	494.4714	520.1461	548.9135	574.8626	606.4314	647.5755	702.0477	807.0248	893.3532	994.7859
171	606.9709	141.3514	318.0472	1305.912	396.9534	431.7372	457.5587	497.8494	525.4912	552.0399	580.5015	608.2335	647.6774	694.7079	788.7173	876.1638	964.2199
172	607.3518	147.8044	337.9171	1460.534	405.3344	434.4019	457.2734	488.4383	515.0544	548.3995	573.6549	607.457	648.2708	701.8141	805.2273	905.6859	969.3967
173	622.2147	147.2829	361.8411	1265.279	418.8425	436.5226	461.0835	501.3252	531.4838	559.279	591.0186	627.0271	667.9042	730.6217	835.1425	909.551	955.7484
174	619.0522	146.7435	347.3269	1356.751	416.5381	439.7568	468.7387	503.8154	531.5515	556.6597	593.7895	626.9529	661.7779	716.5082	800.155	893.0957	957.1066
175	627.9124	149.2984	343.7805	1378.616	414.0519	442.7889	472.9715	508.5519	538.2509	563.5512	595.1034	628.5396	672.0074	737.8631	825.4823	920.4608	966.7135
176	627.8427	141.0302	352.5933	1350.168	420.5853	447.8683	474.6388	513.0322	540.5053	571.5654	606.2532	630.7472	667.4406	726.6581	814.2813	901.42	976.7999
177	637.4431	165.3863	335.7142	1419.37	419.1384	442.3245	470.3584	505.2732	534.8944	567.461	602.5098	633.0798	681.0463	754.0245	859.9686	954.0938	1033.736
178	633.6373	149.146	369.547	1338.367	422.4595	448.9855	475.0716	514.5357	544.7789	573.3934	604.2185	634.9709	679.2709	743.9718	837.1607	919.0027	989.6595
179	644.9346	156.4328	371.1091	1369.149	428.6362	451.7278	477.1981	516.702	547.3326	581.1058	614.2329	656.25	691.2981	748.0588	853.6164	956.6546	1009.362
180	641.2502	149.0801	373.9305	1422.102	428.0794	453.2979	481.1829	521.3626	553.32	582.3212	610.9468	640.9173	689.3657	748.566	846.4124	921.7885	982.7614
181	646.0874	154.8324	384.3696	1491.839	437.7728	462.557	486.8347	525.2409	552.5586	578.8791	613.5577	646.1393	687.7725	750.5545	842.9027	959.7849	1040.44
182	651.4064	153.0912	355.8553	1401.64	432.184	460.1717	488.4742	524.5045	559.2853	588.5584	623.5102	658.7435	700.8388	752.6134	853.0528	953.1658	1011.262
183	659.295	155.7819	337.4285	1451.797	437.3568	460.6506	497.8343	531.6869	564.8593	597.3123	629.3838	668.0337	708.3954	769.9481	855.9194	973.4136	1020.205
184	660.4366	158.1114	374.3287	1412.221	432.9908	465.5459	491.1924	530.4442	563.1598	594.4165	623.2038	664.2025	711.3565	776.0825	869.2779	970.118	1019.388
185	658.1974	156.3645	383.7942	1473.512	441.7929	471.9375	497.0925	531.6606	563.7065	592.9334	622.6452	665.3014	703.9375	759.5314	864.1458	960.8007	1033.037
186	673.3695	154.4035	402.7009	1423.49	449.9489	473.3878	500.9182	548.5982	580.4068	610.4679	643.4291	682.3408	725.1014	783.4494	888.0923	963.9289	1022.725
187	668.5581	158.5301	386.3457	1621.922	441.0181	474.7199	502.836	547.5208	573.4754	598.5332	630.0079	667.848	715.1412	778.2673	878.4708	986.8445	1039.43
188	674.2483	163.4859	364.0302	1636.998	447.5589	473.2779	508.3739	549.8773	582.1718	611.8488	637.2394	673.4664	716.9059	781.0487	871.2818	966.6768	1036.368
189	681.691	165.402	384.4216	1653.499	451.2483	476.0767	506.0079	546.9881	580.7753	615.226	651.116	684.9175	737.7093	791.3988	900.0217	1027.966	1080.392
190	687.997	163.7757	383.0039	1478.394	455.6391	486.8624	522.538	559.6597	584.2756	612.4182	647.5901	685.8666	735.7024	815.7077	905.7373	1023.428	1089.758
191	687.0604	165.4373	410.3864	1608.786	456.9606	482.7328	515.4076	549.9418	583.2547	614.5934	653.6979	691.0362	739.7013	804.8857	908.2846	1017.155	1095.707
192	691.8796	161.8062	355.2168	1690.431	450.5264	495.1646	518.9778	561.0339	595.3293	628.2897	659.8818	698.6838	744.7234	814.9589	891.1341	972.9162	1082.517
193	695.9786	163.0688	382.4317	1636.259	471.3937	488.2346	522.0345	559.7017	596.3648	627.004	664.8654	705.2673	749.1502	812.912	916.9373	1015.328	1069.026
194	696.469	164.51	406.7542	1379.71	465.8594	492.9462	521.5678	558.958	592.6576	624.5182	662.0279	706.5656	750.3353	814.6508	923.6206	1005.079	1070.484
195	710.661	167.4181	372.9544	1501.178	463.0961	492.7352	532.0432	572.2831	612.9405	643.868	679.0758	717.4197	762.6834	830.1373	928.9397	1036.689	1084.227
196	720.5866	179.5246	423.7251	1679.794	472.4299	502.1305	532.8884	573.3786	611.8121	647.3546	682.2287	721.7416	777.901	846.5489	953.4637	1050.449	1129.893
197	718.3311	172.1586	393.4018	1696.335	482.4407	507.144	539.0297	581.3957	618.0615	650.2315	682.0044	719.743	770.6893	841.2199	929.6575	1036.503	1120.86
198	720.1058	177.4787	397.0667	1622.136	480.2374	507.5382	540.9316	577.0806	611.6355	646.1501	680.9244	725.0469	768.0332	837.3195	956.2766	1048.679	1139.343
199	717.5901	168.0865	405.6082	1533.034	483.9153	507.6298	540.1787	580.7013	618.8021	648.5599	684.827	719.3087	775.1193	838.8945	928.2004	1060.555	1114.084
200	724.478	175.7467	406.4173	1807.818	487.4423	510.1617	541.7287	584.7281	620.2903	652.4523	690.696	734.4093	777.2471	841.6828	932.5524	1043.092	1133.057
201	733.0134	178.3422	419.3507	1599.679	497.5631	521.6426	554.4403	591.5302	629.8841	659.5347	696.6391	733.5066	776.1347	844.5022	956.4079	1097.072	1166.338
202	738.5966	179.2835	437.3363	1770.067	493.2271	527.4789	554.2833	595.4049	634.4533	663.6256	699.7771	741.5598	792.8695	852.6946	961.6304	1086.665	1143.22
203	744.7458	177.779	412.205	1882.079	500.2469	527.8002	560.9973	599.3271	639.0438	670.0575	706.1869	743.7574	798.6507	869.6637	992.4304	1090.572	1148.892
204	741.3519	183.3184	402.6525	1645.526	486.6642	522.9704	546.5455	596.9933	633.7697	664.7714	701.1334	744.2688	792.7465	858.7759	979.2906	1103.829	1186.597
205	742.6018	177.371	422.9905	1538.094	489.2709	521.8697	556.9425	597.4831	633.9897	671.5207	706.0574	746.467	798.2143	863.7835	985.8022	1096.021	1166.951
206	750.6767	178.2654	430.6321	1570.741	502.4142	525.5511	560.5016	606.6424	638.7136	674.963	715.2475	760.5261	809.3955	869.5574	990.1555	1093.812	1192.838
207	754.217	184.5118	431.7117	1746.112	499.4227	531.8176	561.3457	603.1012	640.1383	671.1833	708.3036	761.3153	813.34	891.9226	1014.725	1109.017	1174.499
208	757.0023	186.9947	427.3979	1691.49	506.3408	537.4533	565.7499	607.5146	640.8284	678.603	712.4303	760.2026	807.6936	878.2522	1008.521	1127.259	1215.72
209	756.4519	167.6507	432.5413	1544.161	502.1195	544.0956	572.5688	616.3603	652.4109	689.2619	724.7882	765.7911	820.9641	884.9062	984.2799	1065.743	1141.789
210	774.869	184.787	449.5064	1817.962	513.9523	546.4174	580.573	625.0256	663.6972	695.7126	736.6329	775.808	834.5879	911.1004	1037.975	1125.833	1182.055
211	763.1618	177.9005	431.8565	1733.87	515.6695	544.0947	572.5408	622.3705	657.7469	694.8021	728.3282	767.3754	811.0136	875.5238	1005.094	1111.348	1190.533
212	778.373	188.2975	461.9675	1661.941	518.7668	542.8609	573.6689	617.8479	663.1169	700.6647	739.7297	780.5966	845.0615	913.9086	1042.806	1130.727	1192.697
213	777.9225	188.0982	418.5236	1749.462	524.1326	554.3672	590.1	629.603	659.3588	695.4401	732.4991	776.9112	833.1542	909.0358	1036.094	1151.847	1225.836
214	781.1127	184.2586	439.7636	1584.725	511.5408	545.6033	578.8385	628.5889	664.7285	704.0831	744.8812	788.5049	849.7135	922.6944	1027.782	1123.437	1180.666
215	788.1065	194.4462	459.9293	1658.141	511.7294	550.2027	583.5521	633.3846	670.5237	707.4376	749.2243	789.2351	840.0756	918.9984	1050.465	1200.042	1256.001
216	791.232	189.3904	381.4984	1778.876	527.2722	559.4774	590.9645	642.6725	675.8853	709.4625	751.241	796.2927	853.2801	918.6936	1024.844	1173.804	1253.225
217	793.5003	190.3491	467.0717	1918.676	523.6802	561.4624	595.6786	645.2961	679.7926	712.132	751.0726	794.883	849.5687	919.8255	1047.779	1154.374	1226.65
218	803.6188	198.6831	441.1258	1938.379	536.3916	563.1998	601.3177	644.1227	686.6309	724.2589	764.3095	806.4682	853.4594	929.9107	1064.096	1169.42	1254.768
219	808.5197	196.2138	462.7872	1805.359	534.3332	563	598.2123	652.8782	689.4099	727.7046	762.4979	808.9796	868.6334	946.1348	1071.234	1223.52	1279.656
220	812.6516	197.921	476.9528	1722.653	531.1262	558.9606	599.197	648.8405	690.9689	731.0971	776.2345	822.1606	874.1842	949.1343	1088.263	1187.624	1270.795
221	812.5239	202.9308	460.2021	2012.06	537.9098	561.4446	597.7048	648.398	690.9812	728.3941	769.5953	818.6257	881.5798	945.4406	1075.477	1206.712	1302.985
222	810.3787	193.4146	443.9099	2103.2	538.9703	576.2031	607.9391	653.0291	692.3922	729.7561	767.3343	815.2073	872.501	949.8231	1062.068	1172.761	1220.628
223	813.769	197.2752	457.3379	1901.72	549.1157	576.3757	604.5461	650.5651	691.5526	729.9466	773.6472	819.7115	884.9667	946.5807	1065.88	1194.647	1298.394
224	820.4296	183.006	455.044	1721.307	546.0449	582.0146	612.3145	667.4354	710.7545	751.8098	793.8255	833.1693	879.277	951.0542	1058.555	1161.778	1264.08
225	823.7722	188.4622	490.2591	1735.139	554.1994	592.3496	622.0659	666.433	704.4232	741.004	789.7936	833.8813	888.3124	961.5472	1082.517	1187.761	1264.646
226	827.6335	198.6763	470.657	1818.835	549.8245	579.9414	616.2321	660.4665	710.6631	746.5373	790.1595	832.8391	891.326	965.7924	1083.908	1219.749	1296.487
227	829.5796	198.2923	487.3377	1805.085	549.2813	598.2667	628.1616	672.2336	706.2521	743.2907	786.5157	829.4661	881.5208	968.0196	1102.837	1225.748	1326.509
228	845.9576	204.6176	462.6792	1801.575	553.4094	592.5251	623.0465	681.6275	721.2732	763.9699	808.4844	850.0518	897.9471	996.6885	1134.982	1238.39	1313.364
229	849.2874	207.2707	493.6314	1844.79	562.2535	594.1927	627.949	681.9648	717.9847	758.1642	805.7915	853.8466	919.7222	999.1787	1124.535	1246.335	1343.73
230	827.9112	186.4552	449.1425	1952.377	568.7161	593.6312	628.6382	676.556	717.8802	757.1347	791.0392	834.7269	884.8808	955.4852	1071.82	1182.639	1253.268
231	853.2555	212.7152	484.4647	2096.75	557.3518	591.7702	631.0673	686.0896	725.2482	762.6441	806.3969	855.1053	912.8828	993.8561	1138.715	1301.673	1364.241
232	855.9959	206.0002	469.4518	1835.462	558.7432	595.4939	634.2216	692.9639	737.8936	770.3642	812.9594	859.0925	917.4176	993.7329	1146.681	1261.513	1330.581
233	862.0716	208.5511	499.2394	1806.094	569.2065	595.5149	633.8478	695.9001	734.4358	782.9419	823.1871	864.4646	921.0288	994.1348	1144.88	1279.177	1364.46
234	871.7817	214.3898	482.5764	2265.057	575.1078	619.9589	651.6157	696.5659	739.4795	780.2762	826.7986	880.8155	933.57	1018.357	1169.32	1287.483	1370.706
235	869.0911	199.6451	450.5075	1811.659	578.5006	610.7684	645.2651	705.066	748.7977	793.1122	827.3796	874.7451	938.4402	1010.092	1146.231	1252.252	1341.641
236	866.489	210.1098	492.1148	1881.216	574.4937	609.9934	647.1692	703.4096	743.6404	780.7823	821.6435	866.2898	927.9935	1000.291	1132.493	1280.881	1357.87
237	889.5197	219.7453	509.8657	1976.515	579.0035	620.7044	666.1937	710.1563	758.8254	802.0131	844.295	887.4007	951.2718	1024.904	1194.892	1317.285	1447.9
238	889.6807	219.7339	453.9813	1869.368	582.7315	616.0357	661.3834	713.4094	755.2576	792.6531	836.5979	886.7175	958.7669	1047.363	1191.172	1341.564	1430.227
239	880.2698	209.8574	490.5854	1872.981	591.3104	634.2555	666.5666	715.678	752.8373	795.4433	836.773	885.7505	936.7743	995.1276	1170.415	1289.261	1387.256
240	891.4451	220.7751	456.8348	2192.471	583.0849	619.6257	661.1853	721.8511	759.9007	802.4394	842.2648	887.6368	953.1034	1040.283	1187.643	1318.144	1420.541
241	902.4384	211.3598	511.6483	2126.104	594.7125	639.8984	674.3716	726.5019	776.1862	821.9337	867.705	913.0444	967.0626	1040.689	1177.24	1304.834	1412.041
242	892.4374	211.1716	443.3306	2255.397	582.3736	627.9809	661.8263	720.9508	764.3788	809.1786	854.9959	910.6025	962.0556	1035.079	1170.439	1313.161	1389.851
243	901.1978	217.8117	505.5225	2003.524	593.1931	624.4982	673.1939	727.7603	766.8194	814.4526	853.2456	904.4131	966.325	1062.233	1188.248	1332.615	1403.431
244	899.6271	216.8044	533.481	2348.524	597.1809	632.0427	677.2666	733.6171	773.8004	810.6565	855.0474	899.2725	958.0511	1037.192	1168.748	1319.714	1459.237
245	916.8288	223.282	496.7162	2128.998	604.8661	637.3829	681.2092	727.6854	776.7381	826.7605	871.945	925.3118	992.0988	1076.64	1230.482	1358.673	1425.186
246	910.7641	204.0765	476.3171	1676.447	597.714	643.2659	683.5496	737.392	789.0317	832.1634	875.0491	924.9265	981.5742	1062.686	1194.782	1316.186	1378.108
247	922.3537	226.5435	541.1839	1936.666	610.1541	645.0465	683.6169	739.879	783.0453	828.8679	877.3426	927.0949	994.526	1075.97	1204.155	1381.436	1518.065
248	927.8551	221.2961	556.0656	1860.804	623.0859	657.8252	691.7912	743.516	788.0495	833.1831	878.7565	927.1693	996.4502	1091.093	1258.727	1359.404	1435.38
249	920.9952	223.2399	497.5892	1967.72	604.3352	649.1602	682.4339	740.0257	784.5018	829.9078	876.4594	931.0124	986.1526	1069.607	1233.607	1356.902	1446.942
250	923.0524	226.2348	533.8923	2190.756	611.5955	659.3861	692.1914	744.6301	789.7094	831.3387	870.3769	925.3951	985.403	1063.078	1223.455	1366.351	1466.268
251	939.8667	240.9407	544.6476	2421.591	611.4221	651.6533	688.0378	750.5012	790.4157	834.7011	885.7246	937.7329	1010.761	1109.822	1259.581	1418.115	1522.257
252	927.4009	210.7078	531.6258	1876.336	623.8453	663.2496	701.2945	759.5696	802.957	841.8355	880.8553	932.2902	992.324	1077.361	1227.149	1334.102	1420.225
253	954.5318	237.9267	551.8985	2336.826	640.2546	671.3501	715.9323	768.3684	810.4252	861.7732	900.788	952.7754	1015.835	1103.315	1262.015	1410.322	1538.168
254	943.2168	246.7183	556.2715	2367.165	611.0458	653.7033	696.1731	755.6236	801.8946	840.0054	884.5298	936.8095	1006.911	1097.218	1250.476	1422.437	1545.565
255	948.6882	222.3845	545.8022	1989.406	637.299	676.1819	713.0028	760.8462	812.7404	858.4055	909.3778	964.2287	1015.288	1089.798	1244.95	1417.046	1501.469
256	961.7279	231.5363	507.2209	2087.492	646.9498	684.5568	727.1155	779.7346	823.8762	861.2659	904.4026	958.431	1023.326	1115.544	1283.745	1438.163	1558.828
257	965.2911	223.5029	511.5867	1999.69	641.2379	683.1735	723.8715	788.5113	833.1572	868.8728	912.4823	969.6525	1039.447	1126.307	1269.981	1387.054	1504.053
258	960.2441	224.5644	565.7199	2076.074	638.9351	677.7551	715.0133	777.9062	824.7351	872.1307	919.5798	967.7799	1027.043	1112.791	1257.336	1394.619	1470.929
259	967.5802	244.4749	561.5122	2161.687	629.1725	691.3017	725.4406	778.0328	820.9915	864.1649	909.5801	962.7726	1029.89	1122.789	1290.873	1479.879	1597.234
260	969.6656	227.03	514.2013	1980.536	642.0241	679.3777	724.8262	780.446	825.4526	878.1076	923.8317	974.5445	1044.326	1139.714	1282.702	1394.981	1466.153
261	977.6329	236.8954	547.4678	2220.742	640.4272	674.0801	721.7714	787.5456	836.2207	881.0159	935.3817	985.3324	1053.815	1130.101	1297.196	1436.843	1526.465
262	986.0334	238.0251	568.7715	2483.101	647.8264	691.6184	737.5066	794.4929	846.6906	890.579	937.1105	991.455	1060.852	1148.463	1290.474	1465.521	1575.156
263	983.3378	240.6281	573.3428	2232.881	642.401	682.406	728.9026	791.5245	835.9294	881.2622	939.3886	995.4557	1058.517	1145.823	1305.418	1441.102	1533.893
264	985.1387	241.9648	548.569	2372.111	646.697	692.6377	729.1536	786.1043	842.0006	883.0612	941.6146	992.5412	1064.934	1156.004	1291.848	1442.364	1573.705
265	997.1985	250.0652	553.9431	2324.622	654.444	699.7171	738.5641	800.3718	847.2603	890.913	941.5524	1001.235	1070.032	1168.918	1294.198	1519.114	1626.82
266	994.8583	247.4419	600.6205	2304.919	665.2353	703.0263	736.9729	795.557	842.5355	893.0084	944.0408	991.1968	1055.838	1157.456	1342.195	1505.861	1593.556
267	1008.344	245.6495	586.0341	2149.751	683.0183	717.2531	756.6353	815.0632	856.153	897.0652	950.2963	1013.471	1073.732	1188.659	1364.558	1495.175	1588.23
268	1008.828	246.1393	556.6534	2258.846	651.8382	701.5034	744.3991	805.6476	865.676	912.2412	959.0605	1019.004	1081.297	1178.13	1349.502	1483.795	1584.383
269	995.7995	237.6231	597.386	1997.351	670.1977	705.6897	751.7905	805.5979	854.2693	897.677	942.7895	999.1972	1059.928	1148.081	1329.038	1478.99	1550.155
270	1011.409	255.2423	609.0107	2440.984	657.8077	707.0375	753.3658	809.5005	859.0838	908.5775	955.0953	1008.752	1080.667	1179.358	1368.713	1506.997	1635.656
271	1012.598	251.7392	605.5039	2238.669	668.8341	724.0083	763.0524	810.1179	855.7435	905.1442	953.9177	1012.185	1087.873	1175.483	1323.703	1513.612	1665.576
272	1026.778	261.6754	562.5593	2287.496	658.076	704.5765	758.9414	824.6581	873.2966	920.2206	963.6524	1016.282	1102.613	1211.171	1379.497	1531.066	1661.23
273	1026.948	254.1165	573.3088	2616.166	688.0342	726.7833	769.013	829.0434	879.099	921.4234	971.7772	1025.863	1093.215	1194.626	1356.759	1504.493	1657.801
274	1026.16	252.2342	581.4379	2445.497	685.3466	725.9394	760.0579	829.029	873.5044	925.3048	978.5643	1034.13	1097.008	1184.397	1333.608	1504.479	1638.238
275	1039.631	265.1757	622.5239	2486.345	681.4881	730.4991	766.2624	821.9392	882.5072	926.2106	982.7584	1035.457	1115.23	1215.74	1406.398	1553.919	1653.531
276	1031.986	254.013	618.3575	2279.183	693.3599	728.9897	766.2832	821.4968	872.7359	920.9962	974.271	1028.85	1114.648	1219.837	1396.184	1520.513	1600.128
277	1052.544	272.0087	595.4746	2553.301	690.121	720.4325	779.2926	838.3448	881.6553	938.6874	983.6132	1048.29	1124.649	1235.61	1415.687	1600.979	1731.027
278	1057.796	267.5741	614.3851	2229.887	708.0374	741.398	784.3679	848.9399	897.2096	951.4463	998.2905	1047.712	1121.013	1221.847	1426.299	1577.218	1740.731
279	1061.88	261.1418	612.7022	2254.235	699.3104	737.8896	787.4598	846.0934	903.0083	957.082	1007.321	1060.555	1137.071	1248.535	1430.751	1553.239	1688.637
280	1066.925	273.9709	595.8481	2342.129	697.7672	744.3729	784.0759	846.7166	898.5689	948.5663	1008.616	1072.498	1153.163	1240.023	1425.966	1607.872	1749.025
281	1054.478	244.714	592.6787	2413.181	706.2195	753.1275	801.478	858.046	908.7293	953.3882	1000.681	1056.033	1124.065	1220.764	1376.741	1552.275	1659.064
282	1069.253	265.5669	627.7221	2663.391	701.3266	745.6192	798.8485	855.3824	907.5825	962.6915	1016.781	1077.478	1143.93	1246.852	1412.811	1605.544	1685.637
283	1056.475	252.6233	618.5111	2302.886	710.1711	760.4946	798.6933	852.3532	904.5297	956.9958	1005.475	1057.405	1126.793	1229.957	1391.369	1565.819	1668.313
284	1081.468	262.9394	599.3263	2200.071	701.6994	745.8545	798.3408	867.6255	922.7703	967.1608	1027.576	1088.746	1174.065	1268.61	1426.829	1584.582	1717.329
285	1085.012	273.6028	610.937	3090.036	710.9332	758.5222	803.7717	858.5296	911.0571	971.4273	1028.369	1097.538	1167.035	1280.232	1469.513	1583.323	1732.041
286	1087.825	265.7969	659.6514	2488.916	717.083	762.2486	810.2277	874.493	925.582	978.978	1032.158	1087.941	1174.717	1269.675	1426.367	1610.357	1725.959
287	1097.112	275.8918	644.5401	2392.832	725.8368	766.4516	808.1027	881.8974	931.641	979.901	1034.008	1096.323	1169.219	1274.554	1477.053	1649.892	1795.563
288	1080.425	251.2693	659.0311	2211.672	733.4364	773.9018	813.9625	878.1685	929.922	979.3605	1031.763	1084.622	1143.886	1254.127	1393.247	1563.341	1704.583
289	1087.88	262.8326	631.2678	2613.289	717.2378	759.2918	815.357	875.8504	928.0824	981.3236	1033.59	1094.617	1155.232	1277.075	1463.074	1596.101	1737.817
290	1108.932	281.125	661.4204	2587.621	727.9279	774.268	822.6871	887.7038	938.1226	994.0005	1050.177	1117.422	1191.343	1291.194	1463.684	1612.231	1763.308
291	1107.388	276.9989	628.7957	2581.463	713.0617	769.5089	814.3163	882.7706	945.4856	1001.436	1053.475	1112.258	1188.042	1290.778	1481.287	1635.234	1762.028
292	1106.323	292.6625	640.3983	2683.758	708.6769	754.303	805.236	874.1407	939.4711	997.4287	1051.18	1110.656	1181.928	1275.214	1476.874	1673.319	1864.011
293	1119.513	280.1753	633.5203	2214.743	742.322	777.8181	824.7539	899.0912	955.0864	995.1718	1052.912	1109.484	1192.826	1321.913	1513.832	1715.117	1812.323
294	1110.787	273.1272	670.4856	2438.803	737.4985	776.7078	830.9844	887.2581	941.2439	995.6782	1050.062	1107.172	1186.068	1317.636	1492.418	1634.064	1714.362
295	1114.598	272.9664	677.5065	2407.601	733.3942	783.9082	836.6815	890.4476	944.26	1006.908	1057.072	1117.526	1184.839	1305.45	1482.889	1645.438	1728.756
296	1134.909	293.4474	638.6376	2803.655	747.3232	784.0491	834.4621	904.433	957.8168	1007.969	1061.507	1144.166	1218.199	1320.824	1544.915	1714.734	1840.771
297	1119.726	281.6171	598.3711	2534.467	733.3587	783.1207	826.0551	896.8629	948.0812	1006.204	1057.281	1125.316	1206.103	1310.686	1493.227	1676.741	1799.083
298	1108.67	257.855	622.8876	2984.139	744.806	789.636	835.9205	900.3344	957.0538	1011.619	1066.008	1119.157	1188.912	1270.696	1453.382	1604.729	1714.153
299	1136.218	282.842	678.4224	2730.219	760.8344	801.5597	843.4892	913.0586	966.6628	1025.845	1074.816	1141.23	1215.93	1314.325	1483.487	1692.052	1794.332
300	1135.879	276.9276	651.4944	2828.196	750.2939	798.4441	845.588	919.6434	976.9672	1028.137	1083.586	1141.581	1209.719	1317.354	1491.217	1661.324	1777.278
301	1144.457	288.0401	622.6379	2505.278	753.071	809.8654	857.2905	914.0487	971.822	1027.22	1071.876	1128.854	1213.849	1336.232	1538.462	1712.778	1853.428
302	1154.885	290.0939	655.6035	2893.077	758.6053	811.0777	853.2895	928.3862	977.8369	1034.014	1085.271	1155.74	1246.386	1341.896	1544.655	1762.687	1849.456
303	1152.908	276.9379	618.6421	2636.019	765.2718	815.3091	870.671	939.6185	994.8311	1043.419	1085.9	1156.694	1221.179	1335.849	1533.185	1699.01	1791.177
304	1149.391	278.4935	616.0106	2736.35	743.0478	801.1467	857.8823	920.8871	979.1987	1042.807	1099.193	1155.386	1224.557	1346.806	1525.776	1708.156	1785.148
305	1160.65	278.52	665.2278	2570.492	755.48	807.1642	854.9409	930.7191	991.8377	1042.702	1108.825	1183.466	1259.509	1350.324	1522.025	1685.309	1813.058
306	1148.375	278.1952	648.4358	2684.784	766.045	811.6748	864.0394	927.1683	982.7757	1035.525	1092.98	1147.666	1225.732	1342.657	1502.587	1660.221	1809.9
307	1158.135	276.1459	670.0694	2962.597	757.2463	809.49	859.0588	928.6054	1001.882	1055.237	1108.073	1167.574	1239.581	1341.622	1522.126	1678.002	1757.17
308	1175.072	298.8704	631.8093	2900.352	766.9179	819.0623	870.8128	944.9164	1003.754	1057.992	1116.78	1173.095	1238.854	1370.006	1552.57	1769.24	1893.508
309	1162.606	276.6351	669.331	2467.97	755.3172	807.5717	884.0656	942.3561	1002.091	1050.762	1104.515	1163.47	1242.837	1344.606	1542.779	1738.428	1835.555
310	1186.264	297.6643	641.1162	2781.198	763.856	818.1736	888.7767	950.4047	1011.213	1071.748	1124.908	1188.496	1256.601	1384.392	1565.501	1744.741	1919.052
311	1172.981	291.9463	667.1139	2921.238	776.608	829.7632	887.2508	939.6201	998.8358	1048.552	1103.264	1170.53	1247.27	1384.234	1543.976	1738.841	1895.056
312	1189.757	283.7342	718.991	2657.939	784.8637	844.3495	896.675	961.6345	1012.255	1067.28	1126.253	1195.086	1272.336	1397.823	1582.062	1726.391	1873.117
313	1205.931	299.6792	693.1573	2306.484	779.9974	826.141	886.6922	962.597	1021.359	1073.199	1137.071	1217.844	1310.433	1416.825	1597.52	1817.269	1943.038
314	1220.833	315.7571	689.4099	2759.06	797.6208	855.2941	909.2645	974.526	1030.691	1079.132	1142.185	1216.816	1295.917	1415.446	1656.826	1859.339	1991.159
315	1194.668	298.2602	655.19	3097.061	791.2313	847.5164	888.9173	952.5324	1007.492	1069.483	1125.581	1197.42	1270.863	1394.027	1608.673	1791.644	1879.141
316	1197.145	290.4766	692.1358	2602.859	790.1127	845.5643	893.8546	967.8466	1022.427	1077.604	1133.522	1196.415	1286.127	1392.611	1581.104	1734.796	1911.241
317	1205.402	298.715	727.0089	3182.465	805.6625	849.9612	903.548	970.0325	1028.97	1082.724	1139.438	1204.904	1282.225	1390.697	1587.195	1795.212	1953.043
318	1214.961	295.396	661.9237	2374.535	804.831	861.4517	908.3006	974.4383	1037.878	1093.249	1148.176	1216.189	1303.068	1413.217	1602.511	1842.065	2002.597
319	1225.002	311.2673	693.3837	2690.564	811.4308	849.136	901.3029	968.3791	1029.671	1089.766	1146.09	1223.067	1308.392	1436.556	1693.184	1857.757	1978.621
320	1206.49	294.161	688.3894	2981.884	804.6142	839.1728	898.787	969.422	1031.735	1087.911	1144.204	1204.514	1289.755	1404.223	1590.806	1797.454	1907.153
321	1228.935	306.3893	677.5906	2701.034	807.101	856.7765	901.1287	977.3234	1041.839	1098.606	1157.092	1230.672	1332.137	1436.866	1637.657	1854.448	1964.42
322	1248.645	314.5411	673.7974	3099.11	794.284	877.1756	934.8642	995.1512	1058.478	1109.91	1180.889	1254.062	1342.381	1446.805	1670.775	1869.171	1996.963
323	1218.196	297.0264	674.7348	3145.867	809.1557	857.5389	908.7601	977.8717	1036.928	1092.419	1156.705	1225.421	1306.917	1433.268	1598.707	1792.208	1913.613
324	1247.848	313.7763	696.1803	2700.303	815.8823	868.7008	922.5611	1002.038	1073.152	1128.418	1192.843	1244.477	1328.938	1435.537	1644.152	1879.392	2010.541
325	1245.472	307.8471	682.4463	2616.891	799.2478	866.5535	926.9898	1006.215	1064.716	1120.942	1174.532	1237.251	1328.266	1443.909	1664.222	1883.369	2033.989
