n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
326	1248.987	309.1114	694.363	2696.597	823.9339	870.1845	928.8412	1004.25	1056.09	1112.249	1165.839	1245.944	1356.324	1485.696	1655.796	1850.989	1956.632
327	1269.025	336.6104	719.5735	3200.556	822.8919	889.212	933.4586	1009.784	1063.72	1123.172	1185.005	1261.127	1354.883	1494.776	1740.007	1909.834	2024.068
328	1263.833	317.9056	722.0969	2927.508	822.1904	888.2545	941.3899	1013.043	1063.662	1128.452	1189.818	1261.616	1356.857	1488.503	1663.565	1868.866	2058.624
329	1262.431	322.0495	737.0387	2930.84	843.0297	886.3718	925.4561	1003.386	1072.084	1133.16	1201.952	1269.591	1358.23	1461.555	1674.264	1857.485	2029.071
330	1271.048	346.2923	721.8435	3238.933	823.2576	879.6397	934.8134	1002.457	1071.852	1121.374	1193.081	1261.427	1343.708	1472.426	1731.006	1964.645	2124.667
331	1276.001	319.627	698.4812	3238.403	845.6335	893.7729	948.8003	1025.101	1095.863	1147.576	1200.071	1273.581	1364.749	1493.794	1709.434	1868.319	2011.065
332	1261.481	316.6061	758.5414	2789.673	827.006	872.882	930.516	1008.719	1072.014	1137.779	1196.579	1267.379	1343.115	1478.207	1683.998	1877.626	2004.281
333	1285.919	335.2535	742.4015	3150.559	827.637	889.1355	945.4438	1022.653	1081.369	1151.174	1209.73	1283.674	1372.716	1505.413	1702.556	1969.506	2121.996
334	1278.383	322.3808	735.2931	2787.023	836.5847	879.9466	931.0994	1018.977	1079.419	1139.708	1207.922	1288.86	1379.858	1511.272	1714.803	1886.695	2011.427
335	1282.926	335.6507	701.4984	2986.06	834.0174	887.737	935.5774	1009.23	1067.003	1136.575	1203.933	1290.3	1395.781	1525.006	1713.316	1969.16	2084.805
336	1300.802	329.0799	724.2658	3007.849	853.5268	913.3033	961.9085	1037.786	1095.57	1155.319	1222.183	1302.315	1405.044	1535.092	1722.677	1902.516	2098.171
337	1291.218	324.6295	746.6472	3003.921	857.68	905.1867	953.4034	1035.77	1095.779	1149.493	1213.361	1288.875	1372.922	1506.921	1752.465	1942.189	2082.498
338	1293.215	324.0831	718.3669	2922.777	852.3831	899.5799	950.4794	1031.332	1098.487	1166.765	1228.633	1301.529	1393.219	1499.422	1709.624	1958.264	2104.14
339	1294.848	324.8531	751.1551	2848.671	845.5992	912.9803	956.7063	1041.312	1102.618	1163.594	1225.707	1292.915	1383.136	1506.646	1717.505	1957.039	2082.06
340	1285.847	325.9335	676.3786	2937.316	845.7245	896.318	951.8109	1031.357	1093.094	1156.728	1229.911	1276.187	1358.519	1485.749	1734.789	1945.466	2076.345
341	1299.293	337.7908	709.8232	3275.516	831.8377	902.645	956.9174	1032.163	1093.966	1151.077	1233.332	1314.79	1390.033	1498.487	1749.072	1961.623	2067.554
342	1331.785	333.2715	779.9231	2726.697	862.4796	924.9746	976.8521	1054.337	1125.817	1198.823	1267.138	1330.523	1428.158	1580.248	1776.542	1997.817	2107.283
343	1316.334	336.9929	759.6973	3340.476	860.347	911.6436	983.8486	1052.97	1108.105	1172.02	1241.708	1321.247	1403.839	1535.17	1755.053	1951.612	2093.533
344	1318.477	324.8678	702.0905	3034.34	869.3601	927.1176	980.8512	1059.371	1127.211	1181.604	1249.875	1311.729	1412.828	1547.964	1749.092	1912.889	2063.392
345	1329.529	341.3039	729.8986	3096.388	873.343	925.2373	976.526	1050.298	1115.553	1178.679	1253.587	1330.686	1418.47	1575.062	1791.229	1988.713	2131.422
346	1347.292	353.2883	746.8139	3093.877	876.6961	928.8967	975.3574	1065.406	1132.379	1197.459	1265.334	1344.222	1455.983	1582.129	1812.247	2055.047	2194.334
347	1337.424	347.672	794.8578	3385.495	862.0864	934.0712	991.3546	1063.254	1123.429	1193.315	1255.352	1322.186	1426.689	1577.403	1815.222	2036.63	2205.32
348	1340.304	348.3565	765.507	3016.543	875.911	936.5111	984.5354	1062.727	1133.857	1200.508	1259.532	1320.594	1428.238	1564.634	1826.657	2050.902	2197.395
349	1366.318	351.286	776.4032	3228.553	889.628	943.5036	1001.236	1090.312	1151.262	1216.637	1288.285	1365.24	1464.02	1607.368	1835.581	2085.611	2270.753
350	1358.639	360.5595	776.6666	3242.916	874.6559	935.4742	992.7986	1074.107	1138.662	1201.062	1275.572	1352.726	1445.171	1607.468	1844.382	2067.337	2248.291
351	1336.499	323.7671	684.6181	3319.071	875.3662	934.6641	1002.344	1076.92	1140.659	1202.227	1266.134	1345.391	1439.912	1562.759	1758.113	1989.307	2085.733
352	1351.491	329.8747	728.8155	3029.693	891.092	942.2797	997.9484	1073.89	1153.355	1217.12	1288.91	1363.692	1449.626	1580.637	1798.229	1988.915	2125.452
353	1364.404	339.9387	705.4141	2807.751	867.6785	948.2885	1011.746	1098.484	1153.526	1211.74	1287.296	1366.618	1466.257	1612.093	1869.878	2021.476	2156.382
354	1365.479	339.053	832.5425	2998.958	896.8233	950.5146	1008.113	1095.611	1164.397	1224.724	1293.395	1359.362	1453.592	1593.367	1824.305	2051.768	2213.829
355	1369.12	344.8729	704.0618	3146.045	912.5021	964.1198	1024.439	1097.161	1161.642	1232.771	1285.672	1376.302	1453.933	1594.319	1803.738	2071.999	2205.9
356	1365.847	343.9494	760.6708	2793.944	910.4993	961.025	1008.97	1086.789	1156.148	1217.246	1284.634	1371.502	1453.484	1597.984	1850.694	2047.588	2212.03
357	1368.07	337.2456	795.8825	2807.872	904.0088	952.187	1017.938	1097.574	1161.568	1226.679	1293.153	1362.841	1471.608	1609.009	1805.613	2055.77	2161.503
358	1376.188	347.5288	740.5761	3323.548	908.5532	957.7635	1026.788	1103.942	1169.797	1229.438	1300.147	1378.862	1467.997	1609.221	1857.525	2031.425	2192.011
359	1395.539	351.6604	740.1932	3156.869	902.0183	969.5499	1019.969	1113.873	1180.844	1248.487	1319.017	1392.46	1512.996	1645.752	1863.797	2115.075	2233.332
360	1377.841	358.9125	798.9011	3589.812	898.5711	961.3439	1017.692	1100.686	1166.56	1234.37	1292.958	1373.962	1470.934	1600.701	1825.92	2079.82	2222.959
361	1402.173	360.309	806.0571	3603.514	927.7295	976.1368	1038.216	1113.325	1181.968	1260.099	1331.045	1391.382	1515.85	1634.864	1825.336	2129.167	2319.794
362	1379.476	326.246	773.1248	3109.843	925.7208	975.3102	1031.759	1118.006	1178.809	1238.099	1308.716	1388.52	1475.981	1629.285	1821.16	2001.113	2181.522
363	1402.711	359.6069	816.223	3997.839	911.4615	979.2257	1037.294	1127.22	1187.118	1253.388	1323.926	1401.437	1493.181	1638.541	1849.529	2084.961	2234.66
364	1404.44	359.8427	774.5489	3361.637	932.5063	975.0569	1028.409	1109.307	1183.893	1250.485	1321.456	1415.591	1503.55	1639.431	1903.735	2089.412	2241.749
365	1414.571	369.5927	815.2331	3184.226	907.951	985.9351	1038.036	1116.236	1189.168	1250.646	1333.194	1410.547	1507.168	1669.297	1935.002	2181.688	2320.052
366	1408.706	348.5158	829.6873	2844.711	923.6715	974.9256	1023.308	1121.884	1200.808	1269.196	1334.595	1425.874	1513.488	1650.63	1910.387	2140.149	2254.735
367	1435.128	393.2432	786.0464	3279.636	940.8401	990.2333	1055.23	1131.373	1191.609	1265.406	1332.441	1411.581	1534.993	1704.209	1939.227	2232.205	2406.413
368	1411.071	347.8617	772.0706	3144.635	945.036	994.6567	1055.316	1137.424	1205.785	1263.434	1338.435	1415.318	1493.984	1627.403	1860.999	2103.12	2290.131
369	1421.434	359.8955	811.9612	3473.198	924.7729	981.4398	1046.012	1137.386	1207.677	1260.219	1338.889	1424.43	1530.531	1660.258	1900.349	2139.599	2235.512
370	1441.058	368.257	777.2644	3554.974	951.5629	1001.709	1064.915	1152.473	1223.686	1287.321	1349.924	1437.233	1539.165	1697.783	1934.508	2189.231	2362.933
371	1422.586	345.25	819.1496	3179.955	952.7576	1019.047	1071.974	1145.822	1215.937	1281.662	1340.589	1416.384	1512.87	1644.254	1888.794	2135.418	2302.326
372	1463.496	381.5003	862.2227	3206.011	939.8771	999.0155	1058.273	1163.053	1227.607	1297.985	1365.35	1466.689	1583.622	1755.872	1965.005	2192.468	2382.432
373	1453.765	376.8081	855.5419	3355.276	939.4349	1007.984	1069.827	1162.296	1227.917	1301.352	1367.087	1452.599	1551.306	1699.227	1959.563	2217.298	2404.019
374	1454.814	364.8014	876.4303	3690.984	956.411	1022.959	1084.715	1169.32	1246.464	1309.612	1378.2	1463.218	1552.746	1686.641	1892.587	2185.751	2347.949
375	1452.964	360.3967	822.6287	3538.55	942.6526	1024.557	1087.42	1169.239	1236.494	1304.357	1369.51	1443.67	1554.212	1706.935	1929.535	2138.794	2322.213
376	1445.306	363.4748	812.1355	3418.787	950.5814	1019.212	1076.182	1162.492	1237.84	1302.971	1359.79	1446.875	1531.015	1680.201	1890.786	2126.389	2407.779
377	1468.202	367.1	848.7626	3356.52	949.5304	1013.023	1086.568	1178.262	1253.834	1314.728	1396.415	1472.286	1576.028	1708.784	1922.744	2181.157	2397.198
378	1478.024	381.4681	842.2951	3453.52	960.3723	1025.616	1101.471	1173.906	1245.331	1307.841	1391.985	1472.491	1585.928	1726.283	1992.228	2210.86	2424.029
379	1447.375	341.0894	792.5036	2933.675	959.3675	1029.293	1090.858	1165.063	1241.404	1309.018	1376.235	1442.056	1543.617	1706.583	1912.096	2178.988	2282.557
380	1499.426	392.6887	785.1408	3568.858	962.7975	1025.652	1079.63	1185.888	1259.077	1327.56	1409.028	1497.867	1626.394	1789.373	2013.313	2297.368	2462.407
381	1475.292	395.8863	845.5962	3965.495	978.6496	1032.738	1090.534	1179.611	1246.058	1313.879	1385.702	1455.891	1538.57	1697.84	1993.304	2270.257	2385.573
382	1489.594	381.4865	801.0144	3691.461	984.4547	1036.418	1102.16	1181.116	1256.851	1321.899	1401.701	1500.163	1594.145	1762.436	1995.721	2226.76	2376.128
383	1469.672	347.9886	836.0012	3346.723	976.804	1036.233	1091.123	1181.052	1263.838	1335.95	1397.836	1480.321	1578.983	1717.983	1909.11	2155.113	2279.21
384	1487.477	358.4494	837.7846	3290.679	993.5864	1061.288	1121.905	1195.975	1273.637	1338.099	1404.523	1488.833	1575.945	1744.47	1990.999	2223.964	2351.081
385	1503.15	368.7779	870.096	3335.319	996.1195	1055.349	1128.491	1210.175	1286.032	1353.463	1421.127	1495.452	1611.525	1735.656	2020.718	2244.236	2401.452
386	1508.869	401.6047	781.9073	3126.79	978.1881	1043.314	1104.167	1197.23	1261.25	1341.122	1407.605	1492.169	1597.932	1747.812	2122.698	2378.835	2497.239
387	1531.399	413.3716	879.2048	3377.72	1008.558	1057.55	1111.517	1206.056	1282.43	1355.96	1431.957	1504.515	1634.006	1814.447	2093.721	2378.48	2565.768
388	1509.755	380.9343	851.9965	3609.892	966.7869	1045.564	1118.383	1214.53	1287.599	1357.003	1423.002	1494.585	1603.55	1750.599	2015.733	2272.966	2486.34
389	1523.729	384.463	789.6506	3209.615	975.6859	1052.405	1108.575	1208.867	1293.209	1372.326	1439.374	1535.972	1655.645	1799.741	2025.277	2246.858	2424.188
390	1552.923	417.3066	830.861	3652.32	1007.347	1090.221	1139.221	1208.449	1297.996	1363.185	1446.938	1540.681	1656.939	1840.368	2148.494	2390.436	2586.024
391	1540.552	410.5076	820.6662	3512.221	983.6722	1052.598	1121.645	1208.251	1289.372	1357.842	1451.081	1551.378	1652.908	1823.764	2094.256	2388.917	2547.337
392	1532.192	379.6704	863.0504	3156.323	999.1296	1061.083	1131.612	1218.842	1295.828	1375.236	1451.172	1541.818	1651.464	1812.116	2039.641	2279.04	2399.922
393	1535.492	379.7104	896.9822	3391.991	1003.076	1065.873	1131.527	1223.321	1294.479	1363.188	1457.844	1556.673	1676.345	1790.789	2037.115	2300.747	2417.716
394	1546.359	402.8535	854.5537	3332.969	1002.561	1064.104	1128.532	1211.373	1292.688	1374.872	1465.012	1552.453	1661.878	1824.846	2074.616	2349.918	2543.663
395	1534.039	391.7577	871.0453	3492.012	1001.191	1065.849	1124.576	1224.454	1303.538	1381.993	1453.86	1532.008	1625.966	1775.284	2068.088	2290.687	2428.282
396	1560.861	383.4079	884.3291	3340.964	1012.867	1093.65	1154.097	1255.902	1337.207	1401.724	1481.957	1559.014	1668.02	1835.922	2078.122	2312.458	2529.474
397	1532.85	387.3816	826.9486	3637.412	994.3893	1071.726	1120.281	1214.907	1296.965	1368.994	1450.99	1541.441	1666.328	1802.553	2011.074	2271.19	2453.601
398	1551.118	407.6254	855.4186	3792.495	1013.481	1088.178	1155.176	1229.271	1303.867	1373.126	1446.899	1543.6	1663.586	1810.742	2099.4	2374.841	2512.945
399	1553.336	399.5692	909.6835	3644.86	1027.879	1077.594	1154.205	1239.715	1318.548	1386.419	1456.448	1534.609	1653.553	1826.211	2094.017	2360.778	2511.07
400	1552.136	393.6705	879.4521	3379.186	989.5014	1065.812	1151.022	1230.22	1303.909	1387.894	1470.501	1546.991	1664.329	1839.275	2101.865	2324.825	2464.399
401	1543.202	374.219	864.3425	3396.362	1014.912	1088.599	1153.043	1247.676	1320.941	1389.023	1462.849	1531.294	1652.193	1804.954	2076.505	2262.842	2409.269
402	1573.91	386.3028	887.9088	3421.061	1043.146	1118.228	1169.124	1256.265	1341.086	1411.414	1480.739	1566.376	1691.695	1850.356	2116.074	2311.906	2474.13
403	1568.811	403.0368	886.4367	3254.347	989.7904	1080.018	1152.361	1247.097	1322.831	1398.349	1477.314	1576.684	1688.016	1850.076	2108.349	2326.854	2534.891
404	1585.166	412.2237	958.0725	3657.856	1052.662	1097.704	1164.966	1256.175	1333.041	1405.972	1479.303	1566.194	1681.57	1870.958	2182.583	2373.608	2593.238
405	1566.36	409.5031	858.2366	3948.093	1028.192	1104.956	1156.026	1239.253	1319.802	1388.134	1472.246	1548.916	1679.972	1832.849	2148.186	2356.852	2573.518
406	1596.501	404.598	945.8446	3637.194	1047.886	1100.752	1178.626	1269.59	1356.171	1419.8	1501.401	1607.333	1709.916	1872.297	2133.962	2406.06	2572.817
407	1582.93	428.6862	894.6139	4496.444	1016.868	1092.136	1167.303	1261.463	1330.104	1397.078	1467.717	1565.653	1683.554	1858.157	2154.012	2380.763	2586.089
408	1601.501	406.8167	869.1933	3715.962	1050.732	1121.992	1197.863	1271.279	1348.694	1433.064	1508.296	1596.45	1703.231	1867.106	2172.727	2410.918	2567.383
409	1579.441	391.1698	896.3024	3717.518	1034.817	1102.103	1173.457	1271.223	1349.081	1420.675	1481.973	1579.397	1686.351	1836.477	2124.888	2391.721	2533.465
410	1599.418	418.4493	914.9175	3592.714	1012.051	1086.586	1171.252	1282.745	1353.25	1417.677	1501.044	1585.452	1698.345	1894.892	2212.459	2402.198	2589.964
411	1603.111	409.1303	880.4448	3721.114	1064.236	1132.541	1194.152	1280.123	1356.938	1447.61	1520.138	1596.075	1698.991	1858.607	2134.496	2403.41	2658.229
412	1622.968	413.5198	888.3699	3909.48	1053.525	1129.735	1196.493	1290.182	1363.982	1451.039	1532.021	1624.543	1736.703	1912.995	2194.287	2423.439	2623.61
413	1608.733	408.7205	860.3185	3606.787	1042.199	1119.908	1194.865	1277.77	1355.47	1438.571	1527.189	1606.875	1718.507	1876.272	2165.974	2431.569	2547.295
414	1620.411	413.0791	940.159	3586.188	1069.26	1136.887	1197.641	1297.792	1370.767	1434.58	1519.652	1608.544	1725.609	1892.493	2199.804	2446.631	2602.862
415	1635.214	417.7057	906.571	3954.406	1080.413	1122.882	1201.375	1296.766	1388.286	1464.178	1550.929	1634.359	1757.149	1909.476	2211.807	2445.904	2603.548
416	1638.11	417.6813	871.4436	3658.23	1050.43	1137.92	1205.55	1303.822	1383.134	1454.03	1553.412	1642.214	1762.284	1920.823	2229.292	2500.562	2675.956
417	1632.977	409.1696	968.6728	3505.119	1079.719	1139.332	1204.649	1315.411	1400.496	1465.231	1532.593	1612.651	1745.692	1905.411	2234.378	2439.42	2603.561
418	1617.457	407.229	845.6459	3317.592	1058.053	1110.567	1172.859	1288.87	1369.684	1445.512	1523.307	1625.179	1748.291	1928.646	2170.218	2418.385	2643.003
419	1621.632	418.3298	886.1721	3591.668	1070.963	1139.385	1200.633	1289.686	1365.716	1429.62	1507.234	1617.47	1746.192	1905.439	2192.308	2499.26	2634.818
420	1638.363	407.139	994.2324	4505.364	1071.751	1141.533	1220.072	1329.23	1407.625	1470.637	1555.133	1638.956	1744.008	1895.939	2157.864	2423.702	2582.162
421	1634.802	400.8087	968.315	3794.998	1075.635	1157.624	1225.494	1315.45	1381.481	1462.224	1549.94	1635.443	1762.849	1919.692	2135.38	2412.817	2595.525
422	1644.09	413.3909	938.3214	3441.163	1079.752	1155.348	1220.196	1323.238	1400.799	1475.734	1544.919	1628.763	1743.873	1907.458	2223.388	2494.226	2672.978
423	1668.657	417.7541	943.0037	3530.818	1095.5	1169.609	1235.531	1335.34	1415.08	1494.536	1569.421	1666.007	1785.659	1963.296	2236.656	2474.855	2669.595
424	1650.138	417.2234	911.5662	3614	1054.664	1142.413	1211.033	1314.962	1398.956	1480.277	1554.903	1663.685	1787.158	1940.123	2199.962	2458.138	2643.641
425	1688.991	438.9549	938.6757	4800.87	1085.924	1176.077	1245.215	1348.061	1423.813	1500.018	1596.533	1688.317	1807.015	1979.355	2270.122	2531.403	2757.057
426	1681.905	420.6935	970.1747	4143.954	1090.897	1162.329	1209.183	1330.971	1410.862	1505.326	1598.035	1717.216	1858.217	1995.263	2230.655	2464.094	2643.51
427	1695.46	480.0978	840.8317	4258.47	1084.007	1152.24	1218.824	1333.066	1400.834	1476.592	1569.209	1672.279	1810.738	2005.477	2364.385	2700.688	2907.045
428	1699.078	462.8725	923.6753	3583.501	1084.724	1167.669	1237.88	1331.508	1411.84	1497.565	1573.833	1680.177	1822.255	2007.667	2390.037	2679.689	2848.586
429	1690.74	424.4903	936.6926	4017.07	1117.915	1180.735	1250.124	1345.263	1432.684	1515.725	1591.325	1681.951	1803.349	1980.956	2278.825	2553.375	2679.081
430	1689.059	431.6412	945.5163	4198.84	1108.775	1172.154	1238.598	1352.242	1424.572	1499.698	1593.48	1690.745	1827.226	1991.417	2264.67	2525.028	2764.439
431	1684.156	431.1806	975.3804	5120.804	1081.973	1165.288	1235.132	1336.969	1420.599	1506.696	1595.751	1701.396	1800.285	2013.946	2241.686	2506.147	2668.325
432	1700.895	444.2927	1002.529	4207.991	1090.065	1163.044	1250.956	1349.16	1426.692	1499.768	1593.449	1709.903	1840.033	1991.669	2262.483	2555.284	2756.199
433	1709.477	439.8919	1000.062	4130.498	1129.561	1189.152	1256.467	1356.824	1443.118	1512.901	1617.975	1704.735	1839.372	1992.865	2269.76	2596.282	2752.224
434	1702.244	426.1689	924.5934	4241.467	1127.122	1209.884	1264.93	1363.087	1443.889	1515.526	1605.185	1708.157	1820.474	1982.089	2268.623	2518.979	2736.389
435	1711.355	454.0748	1001.302	4364.604	1138.991	1197.389	1273.765	1361.688	1439.915	1519.549	1608.481	1710.137	1811.594	1984.948	2273.811	2602.696	2815.673
436	1715.48	451.0852	967.7515	4644.01	1088.613	1162.067	1255.926	1363.439	1460.755	1532.284	1614.033	1712.512	1833.28	2012.315	2312.426	2565.148	2740.452
437	1708.481	429.1881	967.7526	4186.95	1110.142	1198.984	1269.666	1363.119	1460.993	1542.818	1623.995	1714.275	1833.662	1982.156	2261.787	2491.759	2669.332
438	1716.399	463.6354	975.1005	4489.26	1120.917	1193.45	1260.185	1368.317	1444.688	1514.828	1590.246	1696.624	1841.575	2007.786	2299.941	2654.67	2849.119
439	1742.162	469.1272	1017.91	4311.204	1124.47	1186.912	1263.792	1359.41	1451.525	1548.053	1644.163	1744.838	1859.409	2053.62	2378.11	2645.305	2836.823
440	1733.782	437.7165	911.0395	3820.642	1136.931	1201.616	1280.47	1390.808	1469.164	1544.687	1638.669	1730.207	1859.602	2047.63	2303.279	2553.375	2825.492
441	1722.121	439.0261	972.3909	4155.777	1131.742	1207.295	1279.778	1375.342	1463.873	1536.709	1617.376	1717.19	1833.841	2011.018	2308.083	2603.317	2860.085
442	1734.28	453.7938	1012.796	4477.697	1132.434	1195.575	1276.001	1385.772	1463.355	1539.34	1615.238	1737.376	1850.364	2026.045	2331.098	2622.57	2807.197
443	1764.102	486.4428	902.5359	4721.758	1122.183	1193.112	1274.703	1380.341	1471.026	1551.725	1654.436	1763.384	1896.284	2088.991	2399.275	2785.75	2988.368
444	1760.125	465.134	1025.082	3823.454	1166.859	1222.521	1300.111	1396.799	1483.597	1571.569	1642.676	1742.728	1849.085	2068.685	2367.582	2782.271	3010.81
445	1748.308	463.2613	992.519	4241.511	1150.648	1225.248	1290.325	1392.764	1478.407	1552.948	1635.52	1719.214	1843.758	2032.646	2390.328	2698.008	2912.216
446	1784.491	466.3766	925.9282	4714.621	1142.934	1232.283	1306.728	1414.068	1492.091	1588.829	1677.107	1789.079	1911.672	2105.378	2380.275	2701.307	2898.719
447	1785.994	457.6506	986.0056	3620.444	1154.361	1233.032	1323.831	1422.417	1503.747	1592.824	1682.49	1777.691	1917.425	2094.309	2438.532	2747.131	2914.737
448	1748.63	459.9399	954.9314	4138.523	1126.072	1205.071	1268.745	1387.591	1460.254	1551.703	1645.167	1738.755	1875.317	2074.72	2390.45	2636.563	2876.744
449	1777.577	465.0479	1033.819	4150.741	1163.446	1222.597	1307.94	1416.322	1501.032	1586.442	1666.873	1766.325	1901.605	2091.613	2368.271	2662.548	2844.952
450	1780.413	453.3337	1022.509	4470.366	1180.356	1253.872	1329.704	1430.806	1501.848	1579.049	1670.173	1770.602	1897.168	2081.856	2365.652	2722.218	2939.234
451	1778.328	457.5841	1050.306	4661.66	1162.158	1249.827	1319.03	1422.267	1509.857	1595.559	1675.786	1782.434	1891.62	2068.589	2363.565	2672.505	2914.181
452	1768.397	447.8334	1030.139	4280.059	1171.622	1243.032	1308.649	1408.128	1480.475	1579.374	1679.985	1771.681	1893.315	2070.591	2369.376	2632.832	2787.363
453	1781.881	473.5877	1001.243	4548.155	1156.244	1244.393	1321.036	1426.04	1506.851	1590.875	1681.264	1768.218	1877.673	2064.171	2360.583	2695.745	2926.602
454	1785.107	439.7388	993.0871	3651.215	1171.262	1246.153	1317.847	1427.973	1514.402	1600.702	1692.112	1792.087	1905.961	2085.767	2427.508	2650.152	2822.18
455	1807.11	482.9198	904.6734	3978.278	1167.7	1247.97	1311.866	1421.087	1510.205	1612.307	1698.072	1811.601	1934.82	2121.254	2446.604	2782.96	2966.636
456	1800.49	457.1948	949.6299	3909.535	1198.161	1262.163	1326.902	1443.83	1533.434	1611.719	1683.745	1791.377	1924.182	2101.766	2440.885	2695.932	2908.785
457	1808.629	443.926	1027.766	4024.692	1167.732	1257.87	1338.68	1444.051	1543.337	1618.164	1721.086	1815.195	1948.355	2122.164	2426.357	2713.72	2865.218
458	1792.005	435.0893	1009.987	3860.358	1188.151	1263.224	1338.899	1438.84	1522.669	1610.325	1697.508	1805.683	1908.94	2088.175	2346.353	2691.988	2909.673
459	1788.866	444.1509	1069.009	3916.366	1201.852	1265.274	1331.368	1432.748	1521.523	1603.642	1697.927	1785.003	1893.348	2077.256	2395.512	2659.207	2878.735
460	1819.313	450.3665	1016.684	4094.614	1203.755	1283.438	1351.859	1450.992	1532.619	1628.755	1712.893	1824.636	1960.618	2138.278	2430.625	2666.79	2923.031
461	1842.739	505.4372	1073.404	5528.823	1209.192	1269.381	1352.752	1462.21	1543.916	1625.889	1715.472	1825.911	1951.85	2170.084	2534.76	2821.787	3012.718
462	1834.577	482.5743	1022.42	3933.468	1202.59	1281.344	1342.412	1443.31	1532.383	1629.947	1732.294	1842.969	1948.538	2134.929	2509.858	2784.94	3086.193
463	1840.577	488.6708	1038.728	4531.674	1215.212	1270.252	1336.636	1449.082	1543.939	1633.643	1717.015	1840.656	1965.464	2182.526	2493.53	2829.447	3045.317
464	1810.833	446.7838	1063.034	3816.819	1191.455	1262.98	1339.634	1454.013	1537.358	1621.938	1713.598	1816.026	1943.948	2123.195	2427.29	2711.733	2872.162
465	1842.59	483.4071	1089.983	4717.753	1198.444	1267.42	1351.448	1446.511	1550.333	1631.66	1729.259	1848.686	2007.2	2167.869	2469.139	2793.183	2965.228
466	1846.969	495.2776	1023.357	4510.638	1200.653	1258.753	1342.295	1448.323	1549.828	1634.372	1716.768	1838.237	1995.911	2189.958	2482.714	2868.024	3037.65
467	1849.499	493.5675	1012.577	4655.34	1197.947	1279.97	1355.309	1474.896	1555.816	1651.567	1745.194	1828.95	1960.226	2149.531	2482.901	2798.907	3058.045
468	1847.822	496.7021	1010.144	4919.067	1190.532	1269.555	1336.509	1450.939	1554.849	1641.083	1742.528	1868.911	1985.475	2174.749	2465.566	2764.091	2924.662
469	1840.472	471.9568	1015.757	4434.509	1223.535	1300.067	1370.439	1471.607	1560.226	1641.591	1736.119	1842.847	1963.305	2117.367	2438.449	2793.717	3018.768
470	1843.71	478.9086	1021.535	5862.454	1199.614	1276.677	1347.876	1474.456	1568.025	1657.95	1757.571	1860.984	1986.141	2157.69	2413.129	2698.314	2904.67
471	1848.788	442.5755	1007.019	3770.867	1210.875	1289.05	1379.475	1501.332	1588.934	1671.074	1748.524	1865.489	1961.082	2138.908	2446.256	2724.709	2954.61
472	1852.995	471.0466	1081.733	5104.05	1215.903	1297.065	1381.379	1465.126	1564.005	1639.927	1744.141	1875.297	1996.318	2165.939	2454.794	2766.861	2969.814
473	1879.058	498.159	1095.847	4922.171	1229.114	1287.512	1377.703	1486.694	1578.094	1661.084	1759.402	1872.496	2021.32	2229.651	2554.95	2815.109	3070.729
474	1867.931	459.6922	1094.091	4251.847	1210.272	1302.749	1390.41	1496.073	1601.869	1683.159	1776.308	1881.342	1996.563	2166.385	2479.14	2783.525	2974.138
475	1881.02	479.6955	1044.755	3888.298	1219.797	1292.917	1382.948	1476.167	1585.498	1673.574	1770.092	1884.245	2040.708	2256.602	2529.695	2835.906	3047.155
476	1886.611	488.3503	1021.753	4062.091	1210.517	1279.609	1371.448	1480.635	1584.391	1700.447	1790.946	1910.941	2032.301	2211.382	2488.184	2863.606	3017.53
477	1915.145	490.2626	1055.328	4585.246	1264.522	1341.375	1412.595	1508.17	1600.027	1716.365	1808.531	1914.19	2050.537	2258.004	2626.424	2876.182	3090.772
478	1905.155	491.2131	1081.656	4573.184	1236.54	1299.428	1396.511	1521.268	1621.323	1712.257	1780.486	1903.379	2024.798	2241.951	2565.39	2890.911	3009.445
479	1917.5	511.8914	1110.364	4984.114	1248.249	1330.043	1399.737	1504.879	1598.566	1699.438	1797.24	1910.808	2061.119	2286.97	2601.376	2907.865	3124.09
480	1905.981	530.0156	1007.541	4513.044	1230.735	1302.73	1394.879	1507.449	1602.765	1686.515	1778.895	1885.073	2008.834	2218.948	2581.53	2968.46	3287.878
481	1921.319	479.063	1150.396	4223.819	1250.859	1336.792	1411.935	1519.807	1625.019	1715.334	1808.017	1926.714	2082.564	2289.444	2570.814	2809.693	3012.975
482	1900.518	469.0551	1109.282	4799.619	1270.306	1340.072	1433.654	1531.227	1628.429	1714.346	1800.805	1888.622	2010.248	2185.097	2506.772	2773.394	3019.969
483	1912.61	486.562	1089.689	4423.71	1232.265	1333.185	1410.632	1522.344	1610.029	1708.947	1808.202	1918.721	2067.083	2245.072	2567.022	2877.305	3066.268
484	1946.047	523.9173	1094.855	4081.358	1226.27	1314.251	1396.544	1502.373	1603.556	1700.204	1818.514	1946.084	2109.162	2361.909	2713.959	2975.59	3109.598
485	1943.38	517.6985	1068.515	4196.894	1238.441	1327.16	1408.612	1535.261	1616.385	1718.319	1823.392	1944.489	2106.6	2281.833	2644.031	2974.314	3222.013
