n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
482	7290.041	2056.139	2923.931	16222.14	4011.082	4474.59	4967.975	5629.655	6041.969	6492.311	6927.671	7476.691	8138.036	8793.785	10096.37	11222.97	11656.6
483	7259.759	1980.432	3575.474	18093.39	4203.12	4541.426	5024.638	5583.906	6090.275	6473.664	6926.576	7484.917	8051.284	8794.573	9897.834	10943.24	11300.19
484	7330.649	1984.744	3215.784	15943.66	4228.133	4594.763	4972.609	5589.359	6121.489	6652.283	7104.941	7579.098	8115.487	8903.535	9990.249	10962.03	11648.91
485	7395.84	2068.479	3430.834	16409.13	4075.609	4523.333	4956.9	5623.119	6202.561	6677.917	7106.192	7559.095	8282.657	8972.924	10150.77	11184.22	11744.88
486	7325.12	2039.028	3357.477	16521.48	4204.717	4545.958	4984.69	5569.521	6049.078	6518.177	7060.797	7567.943	8189.394	8973.441	9949.999	10939.95	11947.05
487	7407.793	2067.377	3092.614	17591.68	4180.386	4540.799	4977.505	5662.917	6206.997	6623.541	7082.467	7651.678	8251.426	8919.522	10196.41	11267.79	12042.4
488	7412.935	2020.319	2749.533	16548.8	4183.251	4640.791	5070.867	5686.671	6236.419	6654.858	7086.128	7641.473	8192.913	8931.694	10209.88	11054.69	11740.05
489	7422.007	2081.014	3437.644	17105.62	4175.318	4595.761	5053.664	5589.158	6101.364	6589.614	7148.621	7686.356	8348.941	8993.928	10034.87	11346.58	12119.56
490	7494.854	2069.155	3532.397	16342	4212.157	4650.258	5104.694	5687.058	6236.131	6700.282	7214.803	7778.821	8350.11	9106.542	10185.23	11319.93	12349.68
491	7414.623	2055.608	3294.753	15570.94	4074.258	4601.686	4959.196	5625.768	6203.9	6710.923	7214.324	7667.768	8327.468	8940.295	9889.395	11179.65	12097.4
492	7477.238	2130.718	2944.039	16615.94	4200.132	4621.976	5077.712	5693.934	6170.744	6639.082	7122.803	7674.573	8327.557	9087.571	10405.86	11417.41	12164.9
493	7485.672	2097.627	3124.263	17359.23	4181.008	4609.433	5107.965	5706.03	6188.386	6736.364	7138.578	7728.895	8332.181	9077.694	10280.69	11348.26	12240.78
494	7636.621	2152.17	3194.874	15602.03	4109.631	4585.538	5049	5781.77	6301.245	6806.858	7422.336	8018.901	8564.45	9211.688	10390.45	11691.43	12558.95
495	7536.995	2190.192	3253.601	17532.41	4125.553	4581.62	4958.631	5670.097	6199.527	6663.842	7178.669	7751.138	8450.184	9254.599	10446.01	11621.59	12517.29
496	7530.65	2130.389	3211.364	19351.19	4188.239	4586.469	5082.735	5765.514	6244.083	6697.086	7182.144	7768.762	8353.768	9126.292	10335	11387.23	12306.4
497	7570.925	2107.381	3068.334	16328.46	4192.913	4657.363	5181.385	5771.289	6271.791	6740.849	7265.72	7797.297	8419.434	9318.497	10313.09	11388.92	12155.62
498	7513.923	2103.937	3325.083	16758.57	4163.252	4565.108	5115.944	5719.242	6236.5	6764.682	7265.278	7740.791	8249.592	9055.14	10238.32	11413.35	12298.88
499	7513.719	2158.614	2983.57	16895.12	4225.486	4585.937	5050.723	5634.298	6130.6	6672.18	7214.034	7771.997	8320.078	9121.806	10587.02	11591.3	12428.76
500	7726.584	2167.299	3559.831	17691.36	4332.774	4770.15	5246.148	5832.943	6399.729	6934.831	7479.694	7949.07	8466.666	9277.539	10771.69	11897.03	12844.14
501	7620.47	2138.383	3239.637	19362.17	4174.504	4593.882	5217.282	5832.189	6355.77	6922.374	7363.52	7839.627	8391.508	9199.665	10440.07	11461.92	12322.89
502	7711.485	2075.862	3489.371	16389.77	4256.834	4806.24	5292.343	5971.06	6464.887	6933.038	7390.398	7891.689	8456.339	9424.497	10609.12	11583.7	12436.26
503	7722.013	2257.688	3183.811	17993.87	4335.654	4704.273	5243.45	5834.482	6299.851	6751.173	7320.031	7993.016	8595.278	9443.384	10818.92	11813.84	12605.37
504	7798.921	2203.994	3433.861	16717.71	4201.811	4741.02	5264.543	5952.323	6470.917	6941.524	7401.891	8011.419	8701.359	9645.46	10865.46	12019.52	12463
505	7813.98	2190.227	3607.272	20614.44	4527.331	4862.293	5294.931	5895.154	6487.377	6959.382	7442.403	7993.827	8721.646	9558.252	10583.04	11734.4	12605.63
506	7852.843	2078.691	3355.489	14897.54	4295.981	4814.229	5318.799	6053.757	6619.834	7130.852	7633.974	8097.525	8710.142	9562.833	10641.68	11683	12390.79
507	7981.132	2273.81	3555.464	17227.7	4253.474	4890.755	5410.462	6019.445	6479.406	7121.81	7701.979	8292.891	8888.286	9685.745	10922.99	12156.04	13354.43
508	7797.945	2184.17	3578.089	18587.68	4369.274	4844.379	5242.669	5932.868	6462.318	7032.582	7525.087	8022.243	8678.612	9468.277	10511.66	11695.48	12648.44
509	7879.015	2234.557	3856.992	19951.8	4446.48	4816.623	5427.504	6045.222	6485.631	6984.997	7479.821	7977.916	8765.24	9591.969	10838.59	12183.97	13019.43
510	7976.062	2260.221	3172.763	17843.77	4369.762	4939.201	5404.048	6014.901	6496.174	7020.765	7571.434	8302.772	8964.881	9849.883	11135.28	12008.25	12714.67
511	7959.042	2271.454	3248.034	19476.41	4414.504	4944.037	5403.527	5968.74	6564.09	7127.073	7570.409	8187.685	8853.965	9824.451	11064.42	12003.51	12516.89
512	7931.376	2217.957	3664.389	19402.88	4328.05	4747.077	5406.305	6062.948	6635.113	7109.186	7647.905	8141.48	8795.992	9665.648	10984.23	12041.46	12649.76
513	7930.175	2202.564	3912.117	16592.16	4479.879	4912.808	5362.051	6077.16	6575.695	7072.773	7544.542	8172.714	8786.445	9493.602	10912.19	12303.94	12770.07
514	8072.656	2318.439	3648.393	17400.02	4487.666	4948.132	5357.692	5972.192	6744.574	7261.649	7704.925	8318.432	9046.371	9852.588	11248.49	12119.38	13064.47
515	8173.662	2379.54	3314.697	18141.08	4444.315	4914.392	5433.061	6201.988	6777.59	7309.282	7797.32	8395.734	9104.135	9947.389	11324.57	12462.19	13607.81
516	8101.939	2313.821	3295.001	18240.7	4520.014	4913.322	5343.554	6136.042	6619.77	7186.608	7737.386	8435.826	9128.093	9927.868	11110.55	12212.92	12998.96
517	8155.386	2287.533	3801.755	19861.27	4547.18	4988.748	5451.048	6231.973	6815.892	7363.437	7816.266	8355.636	9009.244	9888.189	11175.19	12667.33	13365.87
518	8132.201	2261.77	3488.755	18422.79	4654.708	4990.057	5448.181	6185.757	6760.793	7297.948	7908.099	8338.57	9013.914	9857.653	11112.33	12203.99	12958.76
519	8033.518	2157.325	3072.019	17340.55	4434.258	4899.064	5447	6151.278	6698.369	7187.88	7797.94	8344.891	9025.79	9825.424	10893.56	11898.93	12336.34
520	8154.487	2242.293	3716.955	19567.19	4575.37	5133.358	5544.338	6258.754	6803.435	7343.908	7838.112	8390.589	8879.308	10011.44	11229.39	12241.44	12969.46
521	8150.617	2280.916	3217.261	21006.68	4463.846	4972.671	5494.668	6237.436	6773.13	7340.55	7784.521	8444.995	9164.675	9822.221	11231.5	12226.39	13105.74
522	8287.628	2419.331	3644.494	19642.32	4549.377	5035.708	5564.525	6205.547	6759.438	7361.315	7944.801	8508.273	9087.977	10025.28	11688.53	13043.57	13700.2
523	8155.308	2221.192	3608.932	18587.95	4754.03	5113.221	5550.44	6271.196	6787.114	7313.506	7854.601	8362.163	9081.795	9917.757	11191.38	12363.59	12928.07
524	8348.308	2302.233	3428.064	19770	4720.939	5168.519	5580.108	6299.001	6945.013	7576.863	8124.457	8735.724	9331.141	10054.62	11318.7	12589.17	13305.07
525	8246.188	2297.395	3518.33	17336.47	4826.424	5144.587	5636.239	6333.312	6846.568	7350.927	7862.976	8401.754	9086.474	10039.18	11363.09	12739.48	13570.8
526	8170.329	2268.695	3501.551	18185.96	4579.311	4990.144	5542.382	6135.311	6740.686	7287.576	7856.877	8395.944	9213.73	10128.47	11173.99	12383.03	13107.09
527	8213.109	2257.302	3935.788	17950.87	4444.118	5043.602	5568.208	6302.819	6829.269	7331.519	7939.523	8452.713	9204.644	10045.09	11313.94	12471.75	13054.32
528	8326.305	2509.082	3448.486	19900.78	4469.584	5022.87	5513.419	6238.833	6823.628	7388.834	7876.349	8474.121	9323.364	10118.79	11780.25	13307.34	14309.15
529	8417.791	2388.694	3334.274	19446.95	4502.49	5176.197	5680.662	6400.023	6985.965	7506.31	8080.37	8655.28	9414.251	10164.81	11464.94	12852.57	13533.44
530	8398.494	2492.894	3486.372	20197.81	4450.641	5024.431	5691.418	6353.682	6838.611	7395.251	7971.175	8631.16	9332.559	10432.09	11760	13054.08	13766.71
531	8482.675	2417.756	3296.366	19659.8	4766.84	5135.569	5706.216	6409.305	7073.202	7681.587	8197.811	8770.306	9367.429	10177.85	11663.27	12841.88	13923.86
532	8387.116	2275.375	3378.853	17992.38	4797.015	5264.453	5694.404	6401.286	7041.908	7569.386	8036.085	8611.965	9321.143	10161.88	11344.55	12735.65	13278.53
533	8381.779	2295.82	3873.238	18034.17	4738.863	5135.763	5677.342	6312.585	6961.681	7618.133	8062.227	8769.557	9420.247	10173.88	11385.66	12396.48	13342.01
534	8534.428	2431.017	3953.287	19885.12	4796.413	5194.599	5829.515	6486.644	7111.135	7589.294	8183.486	8716.999	9445.789	10344.44	11735.46	12915.13	14020.41
535	8552.58	2362.699	4215.131	21983.05	4851.641	5307.187	5792.034	6535.654	7077.934	7665.693	8235.587	8812.019	9559.551	10420.31	11618.77	12847.5	13716.31
536	8542.13	2399.312	3708.811	17976.95	4765.959	5195.525	5790.362	6446.008	6964.223	7567.671	8165.59	8805.449	9606.516	10661.84	11832.43	13143.36	13716.01
537	8594.74	2413.111	3468.383	19453.27	4854.199	5383.844	5786.427	6564.426	7157.584	7672.101	8253.852	8758.966	9483.887	10460.32	12025.03	12996.91	13883.67
538	8509.374	2421.241	3548.632	21017.62	4800.967	5265.465	5702.497	6480.471	7083.024	7680.762	8143.487	8714.418	9452.236	10246.94	11606.88	12805.58	13822.67
539	8585.646	2324.727	4106.193	18907.52	4853.338	5416.037	5924.849	6548.166	7163.906	7750.8	8294.545	8867.968	9519.19	10396.24	11736.51	12961.98	13542.07
540	8570.566	2427.576	3682.241	19262.8	4713.984	5393.55	5861.069	6413.307	7059.074	7670.273	8181.505	8804.773	9465.615	10436	11891.4	13266.24	13815.9
541	8739.641	2432.873	3662.106	18244.79	4891.171	5396.756	5910.814	6658.232	7256.653	7824.728	8400.279	8999.749	9731.561	10587.6	12092.49	13167.56	14170.84
542	8712.199	2449.357	3927.209	20314.91	4809.16	5365.355	5832.946	6568.012	7257.228	7814.361	8371.111	9036.849	9758.334	10571.02	11912.76	13050.88	13781.87
543	8626.323	2438.182	3634.264	25300.43	4837.139	5232.391	5764.205	6522.627	7105.396	7685.855	8341.563	8974.484	9752.572	10530.53	11686.43	12941.81	13895.83
544	8722.194	2386.919	4152.024	17481.53	4919.26	5356.36	5935.532	6700.673	7200.602	7753.13	8349.01	8952.587	9787.076	10568.51	11959	13231.83	13901.92
545	8977.621	2583.849	3891.471	21432.89	4759.246	5419.498	6083.863	6872.571	7391.264	7969.023	8562.915	9308.796	10051.75	10872.27	12347.03	13409.09	14554.64
546	8788.958	2512.819	3502.781	19294.6	4908.041	5338.39	5807.96	6661.024	7233.675	7854.246	8446.723	9091.931	9866.328	10770.1	12031.81	13664.96	14666.49
547	8882.391	2408.917	3495.677	21632.34	4971.327	5460.471	6133.056	6821.17	7471.716	7992.501	8632	9158.676	9890.793	10613.99	11856.25	13080.89	14132.77
548	8736.34	2489.258	3823.963	19783.46	4949.711	5319.623	5800.919	6627.124	7260.655	7832.113	8273.588	8983.697	9737.673	10552.83	12027.27	13421.51	14392.26
549	8777.447	2475.616	4179.466	21699.49	4888.281	5412.353	5837.389	6709.722	7282.881	7826.908	8392.865	8984.355	9837.462	10830.91	11932.05	13395.14	14259.07
550	8923.336	2550.881	3092.429	19561.29	4828.378	5395.249	5910.447	6774.901	7396.678	7960.517	8552.513	9193.075	9947.789	10910.62	12335.96	13674.36	14564.32
551	9091.154	2532.564	3932.637	18215.26	4993.975	5433.778	6103.747	6931.191	7520.434	8074.49	8663.039	9412.029	10252.69	11218.32	12594.4	13701.44	14566.7
552	8951.97	2559.924	3883.798	21728.13	5094.015	5413.855	5965.191	6725.461	7420.887	7943.296	8534.781	9293.399	10038.72	11104.87	12238.37	13607.31	14459.87
553	8852.707	2415.774	4211.373	20087.17	5008.932	5583.685	6035.255	6749.82	7479.549	8008.095	8516.185	9049.206	9767.012	10658.01	12124.6	13481.79	14318.45
554	8907.409	2476.915	3795.889	23484.27	4945.083	5377.828	6057.056	6925.283	7409.06	7985.889	8611.501	9141.89	9851.925	10724.84	12209.61	13326.39	14376.6
555	9065.526	2505.374	3617.179	20899.22	5024.819	5677.312	6191.571	6945.112	7603.753	8232.921	8761.103	9388.509	9994.861	10851.9	12341.61	13656.82	14544.34
556	9003.152	2458.536	3880.34	21414.61	4978.653	5574.033	6118.199	6939.981	7579.087	8204.575	8713.12	9317.943	9956.917	10905.27	12139.5	13519.19	14310.81
557	9033.424	2521.296	4140.068	20534.45	5009.189	5589.285	6097.538	6869.465	7429.466	8111.048	8633.889	9339.622	10128.14	11047.61	12271.95	13762.05	14805.86
558	9051.41	2531.135	3879.609	19571.53	4776.619	5527.175	6085.779	6911.046	7566.072	8193.193	8726.749	9341.908	10130.6	10985.64	12313.38	13567	14301.52
559	9302.433	2701.361	3482.484	22192.95	4981.713	5655.622	6120.728	6927.17	7663.428	8325.26	9002.379	9666.634	10399.15	11365.67	12795.63	14325.64	15257.34
560	9356.014	2648.664	3709.019	20393.55	5206.879	5624.427	6268.112	7102.868	7768.851	8330.522	8988.333	9692.069	10463.47	11437.5	12960.28	14518.03	15030.96
561	9286.164	2633.183	3828.671	20649.94	5109.436	5571.63	6177.899	7127.815	7697.159	8331.62	8926.486	9576.807	10295.7	11338.13	12916.19	14049.93	15114.63
562	9273.214	2636.616	3938.939	20781.54	5139.258	5554.772	6300.519	7016.073	7590.351	8346.952	8892.003	9548.85	10370.26	11216.56	12813.01	14045.62	15154.05
563	9133.047	2563.023	3945.532	22867.93	5010.804	5541.798	6192.539	7004.117	7630.431	8232.329	8866.556	9463.708	10134.52	10949.91	12535.39	14054.47	14878.01
564	9156.305	2472.719	3928.008	19833.82	5140.441	5672.292	6373.468	6989.502	7655.375	8150.828	8822.278	9500.198	10175.36	11133.62	12570.81	13639.14	14456.57
565	9391.501	2659.792	3845.959	20500.22	5006.946	5621.549	6310.683	7148.963	7824.675	8396.171	9030.612	9757.577	10480.96	11422.39	12966.56	14210.81	15277.22
566	9243.582	2581.001	4032.628	20820.89	5007.337	5677.977	6263.142	7046.966	7709.456	8347.93	8887.256	9515.825	10289.32	11125.19	12665.41	13999.02	15243.68
567	9286.043	2552.21	4407.837	20549.72	5366.493	5906.292	6462.149	7141.533	7746.837	8243.986	8813.148	9449.721	10248.86	11215.41	12851.12	14352.3	15551.62
568	9378.507	2706.039	3769.501	20808.2	5148.085	5844.386	6426.358	7132.172	7773.253	8285.253	8961.735	9678.819	10407.59	11355.1	12917.02	14572.44	15704.97
569	9275.147	2548.354	4064.791	19855.92	5298.21	5747.046	6361.312	7065.553	7766.605	8324.658	8948.992	9515.451	10226.04	11117.87	12768.96	13901.71	14905.54
570	9406.156	2659.21	3858.136	23131.54	5496.075	5922.156	6313.473	7074.108	7792.696	8361.548	9028.948	9723.591	10457.82	11368.1	12761.81	14414.93	15203.42
571	9491.337	2731.543	4086.616	24825.39	5256.732	5861.668	6376.695	7084.555	7776.52	8481.681	9153.731	9831.363	10564.06	11461.27	12891.44	14689.98	15629.2
572	9506.6	2680.589	4101.314	20712.49	5174.26	5828.596	6410.106	7207.958	7916.145	8484.658	9135.107	9830.727	10541.6	11498.52	13129.15	14545.77	15522.16
573	9519.975	2631.159	4079.206	22283.94	5199.118	5734.938	6460.302	7242.9	7899.206	8532.076	9182.337	9907.946	10770.55	11536.57	12921.55	14476.49	15353.48
574	9589.069	2698.41	3900.464	21539.77	5277.731	5870.717	6533.378	7260.821	7930.136	8600.702	9166.015	9924.758	10771.45	11722.6	13183.41	14465.14	15507.38
575	9559.943	2663.624	4271.515	21905.27	5465.492	5947.895	6547.285	7285.299	7932.529	8503.606	9117.004	9909.156	10657.54	11611.56	13056.1	14200.52	15396.01
576	9568.027	2788.199	3900.39	20573.43	5223.652	5775.853	6270.365	7158.281	7843.787	8516.916	9166.26	9827.091	10767.41	11908.28	13264.8	14547.43	15671.87
577	9672.922	2807.135	4072.787	22640.89	5179.008	5832.171	6582.432	7404.942	8015.286	8531.87	9163.576	9929.39	10727.6	11703.07	13440.23	14881.29	15968.2
578	9595.712	2651.848	4181.502	21077	5360.934	5858.189	6585.034	7352.17	8023.147	8665.586	9276.563	9857.107	10671.37	11476.39	12996.71	14687.04	15819.96
579	9489.08	2802.292	3936.993	24059.89	5160.956	5679.014	6297.497	7145.344	7795.835	8444.605	9119.291	9693.706	10599.17	11580.42	12968.92	14576.63	15688.74
580	9560.825	2635.125	4227.856	22745.88	5232.704	5822.318	6403.381	7373.078	7990.687	8606.023	9224.753	9893.184	10595.63	11534.18	12974.55	14246.3	15430.96
581	9649.113	2723.169	4086.571	21540.1	5267.354	6051.11	6618.572	7265.672	7927.134	8594.317	9256.633	9936.55	10715.08	11662.71	13386.01	14933.61	15613.13
582	9580.888	2619.367	4051.441	20321.54	5361.945	5847.535	6355.789	7385.877	8022.392	8666.104	9265.144	9951.759	10625.08	11521.47	13050.12	14459.24	15350.62
583	9751.236	2663.14	4109.669	22024.01	5244.741	5961.637	6694.703	7469.331	8152.738	8746.427	9459.708	10195.45	10860.26	11814.79	13394.58	14586.17	15324.27
584	9566.588	2615.115	4151.397	21769.51	5464.949	5954.124	6537.031	7324.741	7986.376	8586.672	9191.951	9869.569	10630.44	11618.3	12985.47	14569.78	15251.02
585	9784.955	2878.65	3804.77	23397.24	5273.389	5783.895	6465.602	7404.153	8088.616	8752.835	9346.441	10001.55	10868.12	11898.55	13756.1	15433.06	16341.15
586	9805.436	2680.059	4159.359	21355.54	5470.024	6080.771	6670.282	7488.233	8198.728	8879.509	9445.668	9971.461	10888.97	11824.68	13537.69	14623.16	16122.49
587	9799.588	2676.602	4303.83	23803.93	5335.575	6062.475	6749.123	7492.817	8168.773	8779.136	9469.738	10144.32	10868.26	11901.13	13305.22	14746.8	15362.45
588	9972.09	2897.237	4067.231	22319.03	5375.891	6101.449	6600.727	7463.923	8200.565	8904.349	9530.624	10292.84	11072.13	12247.7	13927.87	15281.55	16374.87
589	9990.453	2853.441	4387.593	21428.49	5389.734	6105.853	6651.02	7530.964	8231	8878.525	9599.217	10313.77	11096.14	12347.47	13819.85	15251.49	16436.03
590	10033.39	2850.746	3628.806	21754.9	5637.439	6261.392	6785.96	7516.788	8184.946	8826.649	9607.353	10373.8	11195.02	12319.63	14060.47	15319.98	16065.96
591	9842.701	2718.737	3705.519	21556.67	5280.215	6053.952	6645.174	7517.02	8313.1	8873.585	9444.4	10158.78	11006.43	12072.74	13551.82	14647.5	15418.01
592	9999.913	2786.819	4065.917	20864.02	5535.938	6112.709	6752.005	7626.287	8316.113	8938.219	9559.979	10218.03	11226.21	12292.75	13788.89	14873.6	15822.31
593	9886.139	2685.128	3889.283	22522.4	5531.503	6192.463	6788.33	7575.298	8224.447	8793.173	9540.299	10207.4	11043.48	12001.49	13601.86	14978.92	15471.27
594	10024.89	2724.394	3918.404	21837.65	5382.041	6230.466	6894.299	7755.778	8416.589	9024.386	9618.948	10349.67	11178.97	12026.34	13521.07	15316.64	15927.4
595	9841.547	2721.371	4568.395	21588.6	5576.085	6227.836	6731.941	7520.008	8171.177	8807.043	9566.823	10084.62	10829.54	11830.12	13492.19	15023.34	16080.79
596	9834.01	2727.775	4178.401	26517.25	5521.705	6158.974	6780.349	7567.806	8218.113	8742.909	9352.502	10115.93	10963.34	11952.66	13515.33	14582.46	15626.86
597	10036.61	2777.377	4250.691	20334.7	5553.271	6093.329	6794.065	7678.996	8469.923	9067.712	9760.578	10301.22	11104.14	12180.01	13632.1	14892.71	16221.91
598	10195.44	2842.635	3909.511	24053.14	5496.103	6224.713	6880.185	7765.336	8504.338	9225.141	9860.399	10586.54	11386.21	12417.07	13839.26	15261.5	16287.56
599	10122.52	2841.286	4493.851	21891.36	5500.75	6253.98	6895.691	7818.617	8469.841	9073.938	9604.136	10137.01	11210.19	12340.89	14155.66	15600.65	16598.48
600	10177.9	2835.046	3925.527	24994.82	5560.541	6174.165	6892.81	7733.932	8430.979	9152.46	9844.701	10553.86	11341.69	12457.22	13972.02	15284.58	16236.17
601	10068.89	2882.141	4692.669	25980.79	5604.474	6103.735	6577.371	7619.912	8275.515	8992.077	9623.274	10433.49	11208.03	12434.35	13974.66	15297.51	16005.62
602	10323.81	2990.726	4319.168	22513.75	5719.056	6277.566	6867.217	7798.378	8559.724	9147.722	9807.98	10602.38	11397.26	12565.85	14546.52	16107.03	16935.65
603	10175.38	2902.502	4774.791	22255.6	5762.543	6275.488	6813.711	7640.324	8339.137	9075.891	9723.639	10577.41	11401.87	12326.63	14115.01	15630.12	16959
604	10305.93	2827.371	4894.367	25804.03	5874.106	6465.97	7074.8	7842.435	8575.685	9246.246	9899.672	10541.87	11434.17	12596.2	14348.06	15660	16476.51
605	10357.53	2848.516	4507.358	22237	5932.564	6485.167	7049.886	7935.712	8670.96	9284.569	9866.823	10623.73	11588.5	12503.69	14169.14	15521.56	16810.82
606	10326.38	2911.63	5006.251	22597.49	5903.493	6476.526	7019.194	7832.473	8594.126	9190.16	9844.108	10638.9	11438.29	12471.71	14285.3	16092.26	16830.81
607	10269.01	2854.661	4627.115	21874.08	5721.012	6334.976	6988.205	7748.052	8465.95	9078.02	9841.288	10566.94	11555.45	12666.35	14334.4	15647.1	16378.7
608	10371.16	2964.183	4544.664	22388.1	5765.176	6311.096	6857.196	7874.785	8641.094	9262.154	9980.714	10778.76	11509.62	12497.97	14295.59	16129.56	17013.2
609	10359.66	2962.206	4467.556	25833.82	5630.337	6223.856	6907.204	7791.447	8686.503	9321.365	9949.875	10635.82	11506.82	12600.26	14365.11	15574.95	16334.56
610	10503.26	2950.309	4281.555	28460.19	5748.994	6473.228	7097.227	8027.846	8767.697	9551.079	10127.35	10707.34	11587.64	12628.21	14510.23	15956.66	16998.59
611	10488.7	3026.976	4352.392	24638.24	5736.298	6358.001	6988.416	7879.784	8613.88	9363.598	10016.31	10827.42	11635.61	12726.5	14643.32	16421.42	17316.86
612	10468.15	2985.896	4450.308	21869.93	5691.319	6392.889	7015.65	7950.367	8621.274	9356.647	10049.33	10798.55	11727.51	12670.48	14482.68	16326.5	17319.71
613	10512.09	2949.525	4298.178	24052.14	5700.956	6346.721	7076.436	7883.474	8750.552	9481.524	10205.95	10835.31	11742.55	12853.14	14543.71	15883.04	16861.81
614	10307.01	2823.528	4083.559	20609.26	5751.623	6286.918	6897.137	7896.444	8603.376	9311.066	9956.871	10597.68	11377.33	12603.77	14155.56	15573.14	16418.73
615	10543.22	3039.539	4662.338	28714.68	5819.7	6319.777	7025.449	7843.648	8759.753	9525.135	10135.12	10950.09	11846.82	12789.72	14366.65	16288.28	16935.04
616	10475.23	2922.587	4088.149	22678.74	5760.724	6470.119	6967.709	8120.501	8727.478	9407.298	10065.15	10831.48	11569.56	12577.54	14246.14	15988.06	16980.89
617	10669.74	3049.92	3912.146	28484.91	5733.346	6438.637	7073.108	8068.461	8797.249	9486.102	10267.31	11185.33	11998.51	13056.29	14596.3	16167.56	17150.42
618	10521.06	2939.776	4343.934	21013.1	5916.85	6419.839	7141.907	7971.66	8732	9435.058	10089.59	10807.05	11817.51	12877.61	14443.98	16064	17051.16
619	10725.65	3123.031	4248.656	30262.34	5949.351	6490.312	7172.424	8057.797	8785.212	9527.94	10394.17	11180.37	11999.02	13028.64	14546.8	16306.7	17426.1
620	10651.07	3005.643	4082.207	23784.55	5937.54	6597.47	7125.216	8070.747	8766.11	9437.332	10272.37	11062.43	11965.1	13135.13	14647.99	16269.25	17352.29
621	10618.05	2913.106	4868.464	23361.37	5921.25	6648.549	7214.022	8133.827	8847.291	9589.139	10306.66	10959.87	11708.63	12740.94	14590.9	15993.29	17384.68
622	10795.59	3016.344	4443.814	23537.32	5836.247	6525.065	7273.436	8132.701	8937.697	9750.495	10457.45	11143.84	12004.79	13249.62	14865.06	16462.35	17594.61
623	10621.53	2963.102	4820.947	22406.5	5842.156	6416.202	7206.263	8086.842	8871.272	9644.043	10206.54	10917.85	11705.35	12943.58	14695.65	16045.33	16886.43
624	10834.84	3039.594	4773.496	24119.46	5953.66	6647.045	7252.833	8310.252	9061.093	9607.648	10354.53	11190.64	12076.07	13194.32	14951.83	16310.79	17492.29
625	10859.85	3040.461	4506.716	24766.89	6003.378	6677.856	7229.798	8207.111	9021.867	9684.963	10460.34	11184.5	12051.06	13336.49	14697.79	16510.58	17859.33
626	10916.27	3248.425	4250.043	30491.9	5834.18	6671.383	7386.069	8367.869	8974.191	9674.562	10306.49	11015.75	12020.93	13315.6	15391.66	16924.99	17947.75
627	10876.93	3047.053	4568.463	26697.38	5819.984	6567.59	7347.809	8346.034	9104.68	9698.707	10408.08	11208.15	12130.14	13302.38	14965.31	16205.5	17298.38
628	11030.28	3300.838	4741.452	25386.77	6011.182	6629.804	7170.709	8223.859	8980.444	9690.199	10579.63	11417.01	12433.71	13577.13	15491.69	17178.83	18221.59
629	10900.42	3169.627	4815.797	24131.38	5966.933	6682.848	7401.877	8133.738	8904.979	9650.529	10499.19	11252.02	12105.75	13261.24	15209.6	17017.05	17874
630	11017.17	3168.864	4754.841	24124.96	6212.96	6742.017	7413.428	8312.584	9116.9	9797.002	10581.82	11406.83	12177.28	13374.2	15155.36	17168.39	18166.56
631	10919.63	3071.719	4565.145	23068.67	5898.954	6684.764	7308.578	8327.033	9088.672	9798.984	10475.55	11238.56	12160.18	13247.83	15032.34	16583.72	17651.32
632	10975.25	3163.706	4994.972	26281.93	6122.256	6636.718	7303.859	8287.241	9166.311	9845.316	10496.22	11319.92	12109.12	13335.35	15018.67	16809.39	18073.33
633	10929.11	3039.88	4273.414	24567.05	5867.151	6614.878	7463.848	8477.087	9079.227	9759.317	10552.56	11289.32	12104.85	13359.41	15043.72	16464.07	17768.68
634	10892.45	3092.227	4474.8	24448.93	6015.455	6584.964	7328.52	8227.192	8985.919	9652.109	10497.96	11251.43	12374.45	13265.32	14952.79	16394.9	17724.42
635	11105.6	3153.215	4357.278	24073.25	6390.978	6999.719	7498.073	8404.621	9181.571	9875.359	10459.88	11368.27	12418.73	13554.71	15394.39	16895.5	18093.28
636	11127.7	3200.784	4778.919	25069.36	6248.404	6820.206	7517.611	8420.794	9208.467	9851.461	10555.68	11339.52	12535.87	13604.27	15538.04	17197.47	18390.55
637	10952.56	3063.015	4404.647	28118.89	5943.77	6748.424	7358.984	8276.499	9071.083	9825.273	10642.22	11411.96	12268.26	13335.94	14849.23	16052.4	17594.54
638	11043.02	3176.584	4928.069	22569.04	6094.032	6752.081	7390.345	8367.098	9084.409	9790.046	10502.66	11315.54	12376.28	13539.43	15624.13	16952.37	18069.19
639	11125.76	3192.392	5038.909	25211.33	6069.599	6926.919	7436.834	8381.913	9245.454	9973.355	10605.25	11428.89	12395.24	13381.83	15258.56	17444.5	18165.81
640	11084.07	3107.272	4607.637	28962.01	6347.327	6817.783	7414.597	8494.666	9270.593	9919.385	10657.85	11424.27	12310.73	13510.97	15214.92	16514.41	17705.97
641	11286.69	3254.51	4911.141	25095.96	6112.282	6813.866	7526.534	8513.352	9458.81	10080.91	10753.59	11549.79	12429.94	13707.68	16001.86	17325.7	18506.12
